Record ID,Data Status,Data Quality,Last Updated,Source ID,Source URL,Notes,Venue Name,Previous / Alternative Venue Name,Venue Type,Primary Use,Country,City,State / Prefecture,Metro Area,Latitude,Longitude,Ownership Type,Opened Year,Renovated Year,New / Renewed Venue Flag,Capacity,Total Site Area sqm,Nearest Major Station / Airport,Distance to CBD km,Sponsor Name,Sponsor Industry,Sponsor HQ Country,Contract Status,Contract Announcement Date,Contract Start Year,Contract End Year,Contract Length years,Currency,Total Contract Value Original,Annual Fee Original,Annualized Fee Original Calc,FX to Base Currency,Annualized Fee Base Currency,Inflation / CPI Normalization Factor,Real Annualized Fee Base Year,Rights Scope Summary,Included Assets / Benefits,Exclusivity Y/N,Renewal Y/N,Termination / Opt-out Y/N,Primary Tenant / Team,League / Competition,League Tier / Level,Multi-tenant Y/N,Number of Anchor Tenants,Average Home Attendance,Annual Venue Attendance,Annual Event Days,Sports Event Days,Concert / Entertainment Days,Other Event Days,Utilization Rate,Attendance per Seat,Broadcast / Streaming Viewers Annual,National Broadcast Games / Events,International Exposure Y/N,Media Mentions Annual,Estimated Media Impressions,Social Followers Tenant / Venue,Annual Social Posts Mentioning Venue,Social Impressions Annual,Avg Engagement Rate,Google Trends Index Venue,Search Volume Venue,Mobile Foot Traffic Annual,City Population,Metro Population,Regional GDP / GRP,Median Household Income,Annual Tourists / Visitors City,Number of Large Corporate HQs,Sponsor-Venue Fit Notes,Comparable Venue Group,Special Factors,Missing Data Flag,Researcher Comments,Region,Subregion,Local Country / Territory Name,Local Venue Name,English Venue Name,Original Language Source Title,Original Language,Row Source Type,Data Type / Value Basis,Value Disclosure Status,Rights Type,Naming Scope,Tax Treatment,Public / Private Facility,Facility Governance / Scheme,Bundled Assets Flag,Local Currency Notes,Regional Data Notes,Group 1-3 Completeness %,Group 1-3 Cells Filled (of 31),Group 1-2 Completeness % (excl. Tax)
SBJ-FULL-411,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=25 (2036); raw annual=$450K; raw total=$11.25M.,Pinnacle Bank Arena,,Arena / Indoor Venue,Collegiate,United States,Lincoln,Nebraska,,,,Public,2013.0,,,15500.0,,,,Pinnacle Bank,Financial Services,,Listed in SBJ directory,,2012.0,2036.0,25.0,USD,11250000.0,450000.0,450000.0,1.0,450000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Nebraska Cornhuskers,NCAA (Big Ten Conference),Collegiate,N,1.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,N,"Source page 9. Raw fields: Years='25 (2036)', Annual='$450K', Total='$11.25M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-412,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=5 (2029); raw annual=$1.2M; raw total=$6M.,Pitbull Stadium,,Stadium,Collegiate,United States,Miami,Florida,,,,Public,1995.0,,,20000.0,,,,"DIMIT, LLC (providing services of Armando Christian Perez, aka “Pitbull”)",Retail,,Listed in SBJ directory,,2025.0,2029.0,5.0,USD,6000000.0,1200000.0,1200000.0,1.0,1200000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Florida International University football,NCAA (Conference USA),Collegiate,N,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,N,"Source page 9. Raw fields: Years='5 (2029)', Annual='$1.2M', Total='$6M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-415,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Source reports Annual=N/A, Total=N/A",PNC Arena,,Arena / Indoor Venue,Major League,United States,Raleigh,North Carolina,,,,Public,1999.0,,,18700.0,,,,PNC Financial Services Group,Financial Services,,Listed in SBJ directory,,2003.0,2027.0,25.0,USD,60000000.0,3000000.0,,1.0,,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Carolina Hurricanes, NC State Wolfpack, Governor’s Cup",National Hockey League,Major League,Y,3.0,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,Major League,,Y,"Source page 9. Raw fields: Years='25 (2027)', Annual='N/A', Total='N/A'. Data notes: Source reports Annual=N/A, Total=N/A",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-417,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,"Annual x years differs from total (computed $3,000,000 vs source $30,000,000)",PNC Park,,Ballpark / Field,Major League,United States,Pittsburgh,Pennsylvania,,,,Public,2001.0,,,38747.0,,,,PNC Financial Services Group,Financial Services,,Listed in SBJ directory,,2021.0,2030.0,10.0,USD,30000000.0,300000.0,300000.0,1.0,300000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Pittsburgh Pirates,Major League Baseball,Major League,N,1.0,21239.0,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,Major League,,N,"Source page 9. Raw fields: Years='10 (2030)', Annual='$300K', Total='$30M'. Data notes: Annual x years differs from total (computed $3,000,000 vs source $30,000,000)",,,,,,,,,,,,,,PPP,,,,,0.5806451612903226,18,1.0
SBJ-FULL-422,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=10 (2032); raw annual=$830K; raw total=$8.3M.,Premier America Credit Union Arena,,Arena / Indoor Venue,Collegiate,United States,Northridge,California,,,,Public,1962.0,,,2300.0,,,,Premier America Credit Union,Financial Services,,Listed in SBJ directory,,2023.0,2032.0,10.0,USD,8300000.0,830000.0,830000.0,1.0,830000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"California State University, Northridge",NCAA Division I (Big West Conference),Collegiate,Y,2.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,N,"Source page 9. Raw fields: Years='10 (2032)', Annual='$830K', Total='$8.3M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-425,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=10 (2026); raw annual=$32.09K; raw total=$320.92K.,Progressive Auto Sales Arena,,Arena / Indoor Venue,Minor League,Canada,Sarnia,Ontario,,,,Public,1998.0,,,5500.0,,,,Progressive Auto Sales,Insurance,,Listed in SBJ directory,,2017.0,2026.0,10.0,USD,320920.0,32090.0,32090.0,1.0,32090.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Sarnia Sting,Ontario Hockey League (OHL),Minor League,N,1.0,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,Minor League,,N,"Source page 9. Raw fields: Years='10 (2026)', Annual='$32.09K', Total='$320.92K'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-428,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=15 (2036); raw annual=$1M; raw total=$15M.,Protective Stadium,,Stadium,Collegiate,United States,Birmingham,Alabama,,,,Public,2021.0,,,47100.0,,,,Protective Life Insurance,Insurance,,Listed in SBJ directory,,2022.0,2036.0,15.0,USD,15000000.0,1000000.0,1000000.0,1.0,1000000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,UAB Blazers,NCAA Division I FBS (American Athletic Conference),Collegiate,N,1.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,N,"Source page 9. Raw fields: Years='15 (2036)', Annual='$1M', Total='$15M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-432,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=20 (2039); raw annual=$405K; raw total=$8.1M.,Provident Credit Union Event Center,,Arena / Indoor Venue,Collegiate,United States,San Jose,California,,,,Public,1989.0,,,5000.0,,,,Provident Credit Union,Financial Services,,Listed in SBJ directory,,2020.0,2039.0,20.0,USD,8100000.0,405000.0,405000.0,1.0,405000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,San Jose State Spartans,NCAA (Mountain West Conference),Collegiate,N,1.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,Collegiate,,N,"Source page 9. Raw fields: Years='20 (2039)', Annual='$405K', Total='$8.1M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-433,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=20 (2027); raw annual=$5.3M; raw total=$106M.,Prudential Center,,Arena / Indoor Venue,Major League,United States,Newark,New Jersey,,,,Public,2007.0,,,16514.0,,,,Prudential Financial,Financial Services,,Listed in SBJ directory,,2008.0,2027.0,20.0,USD,106000000.0,5300000.0,5300000.0,1.0,5300000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,New Jersey Devils,NHL,Major League,N,1.0,16145.0,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,Major League,,N,"Source page 9. Raw fields: Years='20 (2027)', Annual='$5.3M', Total='$106M'.",,,,,,,,,,,,,,PPP,,,,,0.5806451612903226,18,1.0
SBJ-FULL-434,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=15 (2031); raw annual=$200K; raw total=$3M.,Publix Field at Joker Marchant Stadium,,Ballpark / Field,Minor League,United States,Lakeland,Florida,,,,Public,1966.0,,,8500.0,,,,Publix Super Markets,Food & Dining,,Listed in SBJ directory,,2017.0,2031.0,15.0,USD,3000000.0,200000.0,200000.0,1.0,200000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Lakeland Flying Tigers,MLB (spring training) / Florida State League,Minor League,N,1.0,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,Minor League,,N,"Source page 9. Raw fields: Years='15 (2031)', Annual='$200K', Total='$3M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-440,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=13 (2029); raw annual=$1.54M; raw total=$20M.,Rate Field,,Ballpark / Field,Major League,United States,Chicago,Illinois,,,,Public,1991.0,,,40615.0,,,,Guaranteed Rate,Financial Services,,Listed in SBJ directory,,2017.0,2029.0,13.0,USD,20000000.0,1540000.0,1540000.0,1.0,1540000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Chicago White Sox,Major League Baseball,Major League,N,1.0,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,Major League,,N,"Source page 9. Raw fields: Years='13 (2029)', Annual='$1.54M', Total='$20M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-441,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=12 (2027); raw annual=$3.25M; raw total=$39M.,Raymond James Stadium,,Stadium,Major League,United States,Tampa,Florida,,,,Public,1998.0,,,69218.0,,,,Raymond James Financial,Financial Services,,Listed in SBJ directory,,2016.0,2027.0,12.0,USD,39000000.0,3250000.0,3250000.0,1.0,3250000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Tampa Bay Buccaneers, South Florida Bulls, ReliaQuest Bowl, Gasparilla Bowl",National Football League,Major League,Y,4.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,Major League,,N,"Source page 9. Raw fields: Years='12 (2027)', Annual='$3.25M', Total='$39M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-445,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=20 (2033); raw annual=$500K; raw total=$10M.,Regions Field,,Ballpark / Field,Minor League,United States,Birmingham,Alabama,,,,Public,2013.0,,,8500.0,,,,Regions Financial Corp.,Financial Services,,Listed in SBJ directory,,2014.0,2033.0,20.0,USD,10000000.0,500000.0,500000.0,1.0,500000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Birmingham Barons, UAB Blazers",Southern League (Double-A),Minor League,Y,2.0,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,Minor League,,N,"Source page 9. Raw fields: Years='20 (2033)', Annual='$500K', Total='$10M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-446,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=10 (2030); raw annual=$3.4M; raw total=$34M.,Rio Grande Credit Union Field at Isotopes Park,,Ballpark / Field,Minor League,United States,Albuquerque,New Mexico,,,,Public,2003.0,,,13279.0,,,,Rio Grande Credit Union,Financial Services,,Listed in SBJ directory,,2021.0,2030.0,10.0,USD,34000000.0,3400000.0,3400000.0,1.0,3400000.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Albuquerque Isotopes, New Mexico United",Pacific Coast League (Triple-A),Minor League,Y,2.0,6765.0,,,81.0,,,,,,,,,,74000.0,,,,,,,,,,,,,,Minor League,,N,"Source page 9. Raw fields: Years='10 (2030)', Annual='$3.4M', Total='$34M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-449,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 9; raw years=17 (2034); raw annual=$8.3M; raw total=$141.1M.,Rocket Mortgage FieldHouse,,Arena / Indoor Venue,Major League,United States,Cleveland,Ohio,,,,Public,1994.0,,,19432.0,,,,Rocket Mortgage (Quicken Loans),Financial Services,,Listed in SBJ directory,,2018.0,2034.0,17.0,USD,141100000.0,8300000.0,8300000.0,1.0,8300000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Cleveland Cavaliers,NBA,Major League,N,1.0,19433.0,2000000.0,200.0,41.0,,,0.548,102.92,,,,,,16000000.0,,,,,,,,,,,,,,Major League,,N,"Source page 9. Raw fields: Years='17 (2034)', Annual='$8.3M', Total='$141.1M'.",,,,,,,,,,,,,,Public,,,,,0.7419354838709677,23,1.0
SBJ-FULL-455,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 10; raw years=14 (2034); raw annual=$1.43M; raw total=$20.02M.,Rupp Arena at Central Bank Center,,Arena / Indoor Venue,Collegiate,United States,Lexington,Kentucky,,,,Public,1976.0,,,20545.0,,,,Central Bank,Financial Services,,Listed in SBJ directory,,2021.0,2034.0,14.0,USD,20020000.0,1430000.0,1430000.0,1.0,1430000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Kentucky Wildcats,NCAA Division I (SEC),Collegiate,N,1.0,20334.0,,,16.0,,,,,,,,,,564000.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 10. Raw fields: Years='14 (2034)', Annual='$1.43M', Total='$20.02M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-463,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 10; raw years=15 (2028); raw annual=$3.25M; raw total=$48.75M.,SAP Center at San Jose,,Arena / Indoor Venue,Major League,United States,San Jose,California,,,,Public,1993.0,,,17562.0,,,,SAP,Technology,,Listed in SBJ directory,,2014.0,2028.0,15.0,USD,48750000.0,3250000.0,3250000.0,1.0,3250000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,San Jose Sharks,NHL,Major League,N,1.0,14219.0,,,41.0,,,,,,,,,,878000.0,,,,,,,,,,,,,,Major League,,N,"Source page 10. Raw fields: Years='15 (2028)', Annual='$3.25M', Total='$48.75M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-466,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 10; raw years=10 (2024); raw annual=$317.07K; raw total=$3.17M.,SaskTel Centre,,Arena / Indoor Venue,Minor League,Canada,Saskatoon,Saskatchewan,,,,Public,1988.0,,,15100.0,,,,SaskTel,Telecommunications,,Listed in SBJ directory,,2015.0,2024.0,10.0,USD,3170000.0,317070.0,317070.0,1.0,317070.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Saskatoon Blades, Saskatchewan Rush, Saskatchewan Rattlers",WHL,Minor League,Y,3.0,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,Minor League,,N,"Source page 10. Raw fields: Years='10 (2024)', Annual='$317.07K', Total='$3.17M'.",,,,,,,,,,,,,,Public,,,,,0.5483870967741935,17,1.0
SBJ-FULL-467,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 10; raw years=20 (2023); raw annual=$2M; raw total=$40M.,Save Mart Center at Fresno State,,Arena / Indoor Venue,Collegiate,United States,Fresno,California,,,,Public,2003.0,,,15596.0,,,,Save Mart Supermarkets,Food & Dining,,Listed in SBJ directory,,2004.0,2023.0,20.0,USD,40000000.0,2000000.0,2000000.0,1.0,2000000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Fresno State Bulldogs,NCAA (Mountain West),Collegiate,N,1.0,5149.0,,,16.0,,,,,,,,,,13000.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 10. Raw fields: Years='20 (2023)', Annual='$2M', Total='$40M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-471,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 10; raw years=20 (2038); raw annual=$30.85M; raw total=$617M.,Scotiabank Arena,,Arena / Indoor Venue,Major League,Canada,Toronto,Ontario,,,,Private,1999.0,,,18800.0,,,,Scotiabank,Financial Services,,Listed in SBJ directory,,2019.0,2038.0,20.0,USD,617000000.0,30850000.0,30850000.0,1.0,30850000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Toronto Maple Leafs, Toronto Raptors, Toronto Marlies, Raptors 905",NHL; NBA,Major League,Y,4.0,18829.0,,,82.0,,,,,,,,,,4120000.0,,,,,,,,,,,,,,Major League,,N,"Source page 10. Raw fields: Years='20 (2038)', Annual='$30.85M', Total='$617M'.",,,,,,,,,,,,,,Private,,,,,0.6129032258064516,19,1.0
SBJ-FULL-472,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 10; raw years=10 (2029); raw annual=$588.84K; raw total=$5.89M.,Scotiabank Centre,,Arena / Indoor Venue,Minor League,Canada,Halifax,Nova Scotia,,,,Public,1978.0,,,10595.0,,,,Scotiabank,Financial Services,,Listed in SBJ directory,,2020.0,2029.0,10.0,USD,5890000.0,588840.0,588840.0,1.0,588840.0,,,Minor League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Halifax Mooseheads, Halifax Thunderbirds",QMJHL,Minor League,Y,2.0,7810.0,432000.0,82.0,32.0,,,0.225,40.77,,,,,,,,,,,,,,,,,,,,Minor League,,N,"Source page 10. Raw fields: Years='10 (2029)', Annual='$588.84K', Total='$5.89M'.",,,,,,,,,,,,,,Public,,,,,0.7096774193548387,22,1.0
SBJ-FULL-477,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 10; raw years=10 (2032); raw annual=$1.1M; raw total=$11M.,SECU Stadium,,Stadium,Collegiate,United States,College Park,Maryland,,,,Public,1950.0,,,51802.0,,,,SECU Credit Union,Financial Services,,Listed in SBJ directory,,2023.0,2032.0,10.0,USD,11000000.0,1100000.0,1100000.0,1.0,1100000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Maryland Terrapins,NCAA Division I FBS (Big Ten),Collegiate,N,1.0,40765.0,,,7.0,,,,,,,,,,127000.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 10. Raw fields: Years='10 (2032)', Annual='$1.1M', Total='$11M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
SBJ-FULL-482,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 10; raw years=8 (2031); raw annual=$5M; raw total=$40M.,Shell Energy Stadium,,Stadium,Major League,United States,Houston,Texas,,,,Public,2012.0,,,20656.0,,,,Shell Oil Co.,Energy/Utilities,,Listed in SBJ directory,,2024.0,2031.0,8.0,USD,40000000.0,5000000.0,5000000.0,1.0,5000000.0,,,Major League,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,"Houston Dynamo, Houston Dash",Major League Soccer (MLS),Major League,Y,2.0,17104.0,,,34.0,,,,,,,,,,246000.0,,,,,,,,,,,,,,Major League,,N,"Source page 10. Raw fields: Years='8 (2031)', Annual='$5M', Total='$40M'.",,,,,,,,,,,,,,PPP,,,,,0.6129032258064516,19,1.0
SBJ-FULL-483,Imported from user-provided SBJ table extract,4 - User-extracted SBJ directory,2026-07-01,SRC-SBJ-001,https://www.sportsbusinessjournal.com/Articles/2024/09/03/sports-facility-naming-rights-directory/,SBJ page 10; raw years=20 (2041); raw annual=$1.4M; raw total=$28M.,SHI Stadium,,Stadium,Collegiate,United States,Piscataway,New Jersey,,,,Public,1994.0,,,52454.0,,,,High Point Solutions,Technology,,Listed in SBJ directory,,2022.0,2041.0,20.0,USD,28000000.0,1400000.0,1400000.0,1.0,1400000.0,,,Collegiate,Naming-rights listing in SBJ directory; specific assets not provided in source extract,,,,Rutgers Scarlet Knights,NCAA Division I FBS (Big Ten Conference),Collegiate,N,1.0,48341.0,,,7.0,,,,,,,,,,166300.0,,,,,,,,,,,,,,Collegiate,,N,"Source page 10. Raw fields: Years='20 (2041)', Annual='$1.4M', Total='$28M'.",,,,,,,,,,,,,,Public,,,,,0.6129032258064516,19,1.0
